"","id","entidad","sexo","edad","nivel_esc","esc_cve","esc_nombre","lenguaje","cognitivas","sociales","tecnicas","puesto","year_exp","bin_year_exp","trabajos_n","palabras_n","validaciones_n","contactos_n","rimbo_n","carrera_cve","sostenimiento","experiencia","p1","p2","p3","puesto_1"
"3529",6407,14,"1","35","2",3156,"UNIVERSIDAD TECNOLÓGICA DE MATAMOROS",1,2,0,0,"4",9,1,10,72,16,420,0,6,"1","1",2,3,7000,1
"3531",6409,9,"1","33","2",3156,"UNIVERSIDAD TECNOLÓGICA DE MATAMOROS",1,0,0,1,"4",3,1,6,113,71,500,0,6,"1","0",2,3,8000,1
"3532",6410,3,"1","33","2",3156,"UNIVERSIDAD TECNOLÓGICA DE MATAMOROS",1,2,3,0,"4",5,1,10,139,71,421,1,7,"1","1",3,3,6000,1
"3540",6418,14,"1","32","2",1460,"UNIVERSIDAD TECNOLÓGICA DE JALISCO",1,7,5,1,"4",12,1,6,177,0,102,0,4,"1","1",4,3,7000,1
"3546",6424,14,"1","30","2",1460,"UNIVERSIDAD TECNOLÓGICA DE JALISCO",1,2,3,2,"4",9,1,10,287,24,68,2,6,"1","1",4,3,7000,1
"3548",6426,14,"2","30","2",1460,"UNIVERSIDAD TECNOLÓGICA DE JALISCO",1,5,8,0,"4",7,1,10,181,0,441,0,4,"1","1",4,4,9000,1
"3565",6443,15,"2","33","2",2732,"UNIVERSIDAD INTERAMERICANA PARA EL DESARROLLO",1,2,1,0,"4",6,1,10,24,0,175,1,3,"0","1",1,2,7000,1
"3573",6452,9,"2","32","2",2732,"UNIVERSIDAD INTERAMERICANA PARA EL DESARROLLO",1,9,10,2,"4",8,1,20,311,58,328,0,4,"0","1",5,3,12000,1
"3588",6467,22,"2","32","2",2687,"UNIVERSIDAD AUTÓNOMA DE QUERÉTARO",1,7,3,0,"4",10,1,18,307,32,187,8,2,"1","1",3,3,6500,1
"3601",6480,9,"1","31","2",1635,"UNIVERSIDAD DEL VALLE DE MÉXICO",1,3,1,0,"4",7,1,10,270,22,104,0,7,"0","1",2,3,7500,1
"3617",6496,9,"1","33","1",1635,"UNIVERSIDAD DEL VALLE DE MÉXICO",1,0,16,5,"1",13,1,30,145,61,500,0,7,"0","1",3,3,6500,0
"3625",6504,9,"1","35","2",1635,"UNIVERSIDAD DEL VALLE DE MÉXICO",1,6,2,3,"4",9,1,14,105,10,214,0,4,"0","1",3,2,15000,1
"3635",6514,9,"2","34","1",645,"UNIVERSIDAD PANAMERICANA",1,0,0,0,"4",12,1,9,40,3,110,0,4,"0","1",2,2,12000,1
"3651",6531,9,"2","31","2",668,"CENTRO DE INVESTIGACIÓN Y DOCENCIA ECONÓMICAS, A.C.",0,4,3,1,"4",8,1,2,32,0,188,2,3,"1","1",3,3,7000,1
"3652",6533,9,"2","34","2",590,"INSTITUTO TECNOLÓGICO AUTÓNOMO DE MÉXICO",0,2,0,0,"4",10,1,10,22,0,500,0,3,"0","1",3,3,8000,1
"3654",6535,9,"1","31","1",712,"UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO",1,0,0,0,"4",10,1,14,58,35,500,0,3,"1","1",4,3,10500,1
"3664",6545,9,"1","33","2",514,"ESCUELA BANCARIA Y COMERCIAL, S.C.",1,0,0,0,"4",12,1,10,62,0,319,0,4,"0","1",5,5,11000,1
"3666",6554,9,"2","34","1",693,"INSTITUTO POLITÉCNICO NACIONAL",1,3,2,0,"4",11,1,10,61,17,500,2,10,"1","1",4,5,12000,1
"3682",6573,21,"2","35","2",2422,"FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS, PUEBLA",1,2,0,0,"1",10,1,9,39,3,82,0,4,"0","1",3,3,7500,0
"3684",6575,21,"1","33","1",2422,"FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS, PUEBLA",1,1,0,0,"4",8,1,10,39,0,29,0,6,"0","1",3,4,9000,1
"3686",6577,21,"2","36","2",2422,"FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS, PUEBLA",1,0,0,1,"4",7,1,6,39,0,52,0,7,"0","1",5,5,9500,1
"3699",6590,9,"2","32","2",712,"UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO",1,0,0,0,"3",5,1,5,19,3,133,0,3,"1","1",2,2,8000,1
"3703",6594,9,"1","30","2",712,"UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO",1,0,0,0,"4",5,1,10,40,0,289,1,6,"1","1",3,3,9000,1
"3705",6596,9,"2","31","2",712,"UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO",1,0,0,1,"4",9,1,5,42,6,236,0,4,"1","0",4,3,10500,1
"3706",6597,15,"2","29","2",712,"UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO",1,0,0,0,"4",5,1,6,17,1,86,0,4,"1","1",2,2,8000,1
"3741",6632,14,"2","29","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,2,0,0,"4",4,1,12,42,0,318,6,6,"1","1",5,4,13000,1
"3744",6635,14,"2","30","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,0,7,0,"2",8,1,14,49,0,246,0,2,"1","1",5,3,13000,0
"3751",6642,14,"1","30","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,0,0,0,"4",9,1,10,58,0,500,0,6,"1","0",5,5,15000,1
"3753",6644,14,"1","29","2",1453,"UNIVERSIDAD DE GUADALAJARA",1,0,0,3,"4",7,1,7,32,5,500,1,6,"1","1",4,4,14000,1
"3756",6647,14,"2","30","2",1453,"UNIVERSIDAD DE GUADALAJARA",0,0,0,0,"4",8,1,6,56,0,357,1,2,"1","0",5,5,20000,1
"3761",6652,14,"2","31","2",1453,"UNIVERSIDAD DE GUADALAJARA",1,1,1,0,"4",6,1,10,51,0,250,5,7,"1","1",5,5,20000,1
"3769",6682,9,"2","31","2",2897,"UNIVERSIDAD AUTÓNOMA DE SINALOA",1,2,2,0,"4",8,1,1,48,0,49,0,6,"1","1",3,2,8000,1
"3778",6691,25,"2","32","2",2897,"UNIVERSIDAD AUTÓNOMA DE SINALOA",1,0,2,0,"2",7,1,9,21,3,251,0,6,"1","0",2,2,6500,0
"3783",6696,25,"2","35","2",2897,"UNIVERSIDAD AUTÓNOMA DE SINALOA",1,0,1,0,"4",10,1,10,48,2,80,1,6,"1","0",3,2,8000,1
"3795",6708,15,"2","36","2",1771,"UNIVERSIDAD AUTÓNOMA DEL ESTADO DE MÉXICO",1,0,0,1,"4",5,1,9,32,0,181,1,3,"1","0",3,2,8000,1
"3798",6711,9,"1","31","2",1771,"UNIVERSIDAD AUTÓNOMA DEL ESTADO DE MÉXICO",1,2,1,0,"4",8,1,10,55,0,500,6,6,"1","1",5,4,11000,1
"3801",6714,9,"1","32","2",1771,"UNIVERSIDAD AUTÓNOMA DEL ESTADO DE MÉXICO",1,4,0,0,"4",7,1,10,39,3,500,2,4,"1","1",3,3,9500,1
"3804",6718,9,"1","36","2",1771,"UNIVERSIDAD AUTÓNOMA DEL ESTADO DE MÉXICO",1,0,0,1,"3",12,1,10,38,0,329,0,4,"1","0",4,4,9500,1
"3807",6721,15,"2","33","2",1771,"UNIVERSIDAD AUTÓNOMA DEL ESTADO DE MÉXICO",1,2,2,0,"4",10,1,16,42,6,490,0,5,"1","1",5,3,10000,1
"3816",6730,21,"1","32","2",2557,"BENEMÉRITA UNIVERSIDAD AUTÓNOMA DE PUEBLA",1,2,1,1,"4",7,1,2,50,0,10,1,4,"1","1",5,5,10500,1
"3825",6739,21,"1","36","1",2557,"BENEMÉRITA UNIVERSIDAD AUTÓNOMA DE PUEBLA",1,0,3,0,"4",6,1,10,37,17,500,0,4,"1","1",5,5,11000,1
"3828",6742,9,"2","35","2",2557,"BENEMÉRITA UNIVERSIDAD AUTÓNOMA DE PUEBLA",1,5,4,0,"3",5,1,10,35,0,305,1,7,"1","1",4,4,10500,1
"3829",6743,15,"2","34","2",2557,"BENEMÉRITA UNIVERSIDAD AUTÓNOMA DE PUEBLA",1,5,3,1,"4",10,1,16,55,3,500,0,4,"1","1",5,4,10500,1
"3831",6746,16,"1","31","2",1917,"UNIVERSIDAD MICHOACANA DE SAN NICOLÁS DE HIDALGO",1,0,0,0,"2",8,1,14,33,0,329,0,4,"1","0",5,4,10500,0
"3853",6768,9,"2","29","2",651,"UNIVERSIDAD TECNOLÓGICA DE MÉXICO",1,2,4,1,"2",7,1,20,18,2,339,0,4,"0","1",4,4,10400,0
"3886",6991,21,"2","31","2",2422,"FUNDACIÓN UNIVERSIDAD DE LAS AMÉRICAS, PUEBLA",1,3,3,1,"4",5,1,12,46,3,316,3,5,"0","1",4,4,9000,1
"3902",7008,9,"1","35","2",590,"INSTITUTO TECNOLÓGICO AUTÓNOMO DE MÉXICO",1,3,2,0,"4",10,1,8,56,6,404,1,5,"0","1",5,5,17000,1
